X1,Y1,X2,Y2
485.92919001410837,254.41704022110417,796.1444852898491,70.32096082385002
495.62041808428387,239.04529255751766,805.8357133600244,70.32096082385002
505.31164615445925,223.67354489393472,805.8357133600244,70.32096082385002
510.15726018954695,218.54962900607558,820.3725554652877,70.32096082385002
519.8484882597223,203.17788134249372,825.2181695003754,75.59268197769617
524.69410229481,198.05396545464328,825.2181695003754,80.8644031315423
534.3853303649854,187.80613367878382,834.9093975705508,80.8644031315423
534.3853303649854,182.68221779090922,834.9093975705508,86.13612428538846
544.0765584351608,167.31047012730343,844.6006256407262,86.13612428538846
548.9221724702487,162.18655423944128,844.6006256407262,91.40784543923465
553.7677865053364,157.0626383515802,849.4462396758139,96.67956659308078
558.6134005404241,151.93872246371623,854.2918537109016,96.67956659308078
563.4590145755118,136.5669748001384,859.1374677459895,96.67956659308078
573.1502426456872,126.31914302426887,863.9830817810772,101.95128774692694
573.1502426456872,121.19522713641842,868.8286958161649,101.95128774692694
587.6870847509505,110.94739536071745,873.6743098512526,101.95128774692694
878.4239268562136,105.82347947286698,602.3199238863402,107.22300890077312
883.2695408913013,105.82347947286698,621.702380026691,91.40784543923465
888.115154926389,105.82347947286698,631.3936080968666,80.8644031315423
888.115154926389,105.82347947286698,645.9304502021297,70.32096082385002
892.9607689614764,110.94739536071745,645.9304502021297,70.32096082385002
892.9607689614764,110.94739536071745,641.084836167042,70.32096082385002
897.8063829965644,105.82347947286698,689.5409765179191,70.32096082385002
912.3432251018277,100.6995635850165,689.5409765179191,70.32096082385002
922.034453172003,110.94739536071745,689.5409765179191,70.32096082385002
926.8800672070907,121.19522713641842,694.3865905530068,75.59268197769617
926.8800672070907,126.31914302426887,704.0778186231825,80.8644031315423
926.8800672070907,131.44305891226975,713.7690466933578,91.40784543923465
926.8800672070907,141.69089068799653,723.4602747635332,96.67956659308078
926.8800672070907,146.81480657585487,728.3058887986207,107.22300890077312
926.8800672070907,151.93872246371623,737.9971168687963,112.49473005461928
926.8800672070907,162.18655423944128,742.8427309038842,123.03817236231157
926.8800672070907,167.31047012730343,747.6883449389719,128.3098935163055
931.7256812421784,167.31047012730343,752.5339589740596,144.12505697787626
936.5712952772661,182.68221779090922,762.225187044235,149.39677813173418
931.7256812421784,192.93004956666303,776.7620291494981,144.12505697787626
917.1888391369154,203.17788134249372,776.7620291494981,144.12505697787626
907.49761106674,213.4257131182178,786.4532572196734,144.12505697787626
897.8063829965644,223.67354489393472,796.1444852898491,144.12505697787626
888.115154926389,233.92137666965476,800.9900993249368,144.12505697787626
883.2695408913013,244.1692084453777,820.3725554652877,144.12505697787626
873.5783128211259,254.41704022110417,825.2181695003754,154.66849928559162
863.8870847509505,264.66487199655296,834.9093975705508,165.2119415933091
859.0414707158628,274.9127037722841,844.6006256407262,181.02710505489657
854.1958566807749,280.0366196601518,839.7550116056383,191.5705473626423
849.3502426456872,290.28445143589,839.7550116056383,212.65743197818824
839.6590145755116,300.5322832116293,839.7550116056383,233.74431659360647
834.8134005404241,305.65619909951545,839.7550116056383,239.01603774746047
829.9677865053364,310.78011498739136,830.0637835354631,265.37464351647066
820.2765584351611,321.0279467631743,849.4462396758139,281.1898069780555
815.4309444000731,321.0279467631743,859.1374677459895,291.73324928578256
810.5853303649855,331.2757785392225,863.9830817810772,307.54841274740016
805.7397163298978,336.3996944270729,873.6743098512526,318.09185505516155
805.7397163298978,341.52361031492336,878.5199238863403,328.6352973632453
800.8941022948101,346.64752620184305,883.365537921428,333.9070185170915
800.8941022948101,346.64752620184305,888.2111519565157,339.1787396709376
796.0484882597224,356.895357978533,893.0567659916031,349.72218197769865
796.0484882597224,356.895357978533,897.902380026691,360.2656242863859
791.2028742246347,362.01927386638937,897.902380026691,365.5373454402343
791.2028742246347,367.1431897542412,902.747994061779,370.80906659408276
902.6519970316523,372.2671056420923,786.4532572196734,381.3525089018014
781.5116461544593,377.3910215299554,902.747994061779,381.3525089018014
907.49761106674,382.5149374178197,781.607643184586,386.6242300556604
907.49761106674,382.5149374178197,781.607643184586,391.8959512095254
922.034453172003,408.13451685712425,776.7620291494981,397.1676723633806
922.034453172003,413.25843274498646,776.7620291494981,397.1676723633806
902.6519970316523,423.5062645207109,771.9164151144104,402.4393935172304
883.2695408913013,428.6301804085769,771.9164151144104,402.4393935172304
888.115154926389,428.6301804085769,771.9164151144104,407.711114671083
873.5783128211259,433.7540962964404,767.0708010793227,412.9828358249372
854.1958566807749,438.8780121843026,767.0708010793227,412.9828358249372
859.0414707158628,438.8780121843026,762.225187044235,418.2545569787989
839.6590145755116,444.0019280721593,762.225187044235,418.2545569787989
839.6590145755116,444.0019280721593,762.225187044235,418.2545569787989
825.1221724702488,449.125843960026,762.225187044235,423.52627813266486
829.9677865053364,449.125843960026,757.3795730091473,428.7979992865253
810.5853303649855,454.249759847887,757.3795730091473,428.7979992865253
800.8941022948101,454.249759847887,767.0708010793227,428.7979992865253
762.1291900141083,438.8780121843026,713.7690466933578,444.61316274809263
752.4379619439329,444.0019280721593,708.9234326582701,434.06972044038304
786.3572601895468,479.8693392872158,704.0778186231825,428.7979992865253
771.8204180842837,490.1171710629401,694.3865905530068,428.7979992865253
762.1291900141083,495.24108695080685,694.3865905530068,428.7979992865253
752.4379619439329,500.36500283867383,708.9234326582701,428.7979992865253
728.209891768494,505.48891872653695,699.2322045880945,428.7979992865253
