X1,Y1,W1,H1,X2,Y2,W2,H2
55,40,10,80,240,65,75,25
55,35,10,75,250,70,75,30
55,25,15,65,255,75,65,40
50,20,20,40,265,70,55,50
50,25,25,30,265,70,60,50
50,30,25,25,270,65,60,55
50,30,30,25,275,60,60,65
50,40,25,15,280,50,60,60
50,50,10,5,280,55,55,55
50,25,0,0,280,45,60,55
50,15,10,15,290,35,60,25
50,25,15,20,300,35,60,25
50,30,20,25,315,35,70,20
50,35,25,30,330,30,75,10
50,40,25,30,345,30,55,10
50,40,30,35,355,30,60,10
50,45,30,35,365,30,70,10
50,45,35,40,380,25,75,10
50,50,35,40,390,25,65,30
50,50,40,40,405,25,55,35
50,45,45,40,415,30,60,45
60,35,60,5,425,35,55,35
75,35,60,5,435,40,65,40
95,35,70,20,445,45,65,40
110,35,60,5,450,50,65,40
125,35,70,20,460,55,65,40
135,35,75,5,465,60,65,40
145,35,55,5,470,65,70,45
155,35,65,10,475,70,70,45
165,35,70,10,480,80,75,45
170,35,65,5,490,80,65,35
185,35,65,10,495,85,70,40
195,30,60,15,500,85,70,40
210,25,65,10,500,95,65,35
225,25,70,5,505,95,60,30
240,25,60,5,500,95,50,30
255,25,55,5,505,120,40,45
270,25,65,5,530,85,20,55
285,25,55,5,530,90,25,60
305,25,45,5,530,95,25,70
315,25,55,5,530,95,30,70
330,30,55,0,530,90,30,70
350,30,65,5,530,90,35,75
365,30,65,5,530,95,35,80
375,30,65,10,530,90,35,80
390,30,65,10,525,90,35,75
400,25,60,5,525,90,35,80
415,25,60,5,520,80,30,75
435,30,55,5,520,80,30,75
450,30,65,5,520,80,35,75
455,25,50,5,525,75,50,100
475,30,50,45,525,75,50,100
485,30,50,45,525,70,60,95
495,30,50,50,530,70,65,95
520,75,40,95,530,25,65,55
515,65,40,85,535,25,70,50
515,65,45,85,535,30,80,55
515,65,45,95,550,25,85,60
515,65,45,95,535,30,80,65
515,65,45,95,545,25,90,60
515,65,45,95,550,20,90,55
515,65,35,95,555,20,90,50
520,60,55,95,555,25,90,55
520,60,55,95,555,25,90,55
515,50,55,85,555,25,90,55
515,50,30,85,565,25,80,50
515,50,30,85,570,25,75,55
515,50,30,85,575,30,70,60
515,50,30,85,575,30,70,65
515,50,30,85,575,35,70,70
505,25,25,60,580,70,65,65
505,25,25,60,565,80,75,60
505,25,25,60,550,80,80,65
505,25,25,55,545,80,80,60
505,20,25,55,535,80,75,65
505,20,25,50,535,75,80,65
505,25,25,55,525,55,70,80
500,90,50,55,520,50,65,80
490,90,50,50,520,50,75,80
485,90,50,50,520,45,65,80
475,95,50,10,515,45,60,80
470,95,50,10,510,45,55,80
465,95,50,35,510,55,65,85
460,95,50,25,510,55,65,85
455,95,50,25,510,60,75,85
450,95,50,5,510,60,75,85
445,95,50,5,515,55,65,85
440,95,50,5,520,50,55,80
435,100,50,5,525,60,55,80
440,95,60,5,540,65,50,80
440,95,65,15,525,30,25,65
445,95,70,15,515,30,35,60
430,95,60,15,505,40,70,75
425,95,60,15,510,45,80,75
425,95,55,15,510,35,70,15
420,80,30,30,510,40,75,15
425,65,15,50,505,40,75,20
425,65,50,65,500,40,80,15
425,55,50,65,495,45,80,20
425,50,50,85,485,45,100,25
425,35,55,70,475,50,100,40
425,40,55,75,475,50,100,50
420,65,50,70,460,55,90,70
420,65,50,65,460,55,90,65
415,75,50,60,460,55,75,70
415,25,25,50,435,45,70,80
410,20,35,45,440,50,75,85
400,25,45,40,440,55,85,90
390,20,50,25,440,60,80,95
380,25,45,10,445,85,55,80
375,20,45,10,450,85,55,85
375,25,60,10,440,100,55,65
375,25,70,10,440,100,60,65
360,25,60,10,435,110,55,60
355,25,60,10,435,110,60,65
340,25,55,5,425,120,50,45
330,25,40,5,410,110,55,30
325,25,55,5,405,105,40,45
310,20,50,10,410,100,35,55
300,20,50,10,405,100,30,65
295,25,60,5,410,95,30,70
285,20,60,10,410,95,30,75
265,25,55,10,405,85,25,75
250,25,50,5,405,85,30,75
235,25,45,5,405,80,30,75
235,25,65,5,405,75,30,75
225,25,65,5,405,75,30,80
215,25,65,5,400,65,30,75
200,25,60,10,400,65,35,75
195,25,60,10,395,60,45,65
185,25,60,5,390,50,50,55
180,25,65,5,390,55,55,75
170,25,65,5,390,50,60,70
145,25,50,5,385,45,60,65
150,25,65,5,380,40,55,60
150,25,70,5,380,40,60,60
135,25,60,15,375,35,60,55
125,25,55,25,370,30,55,50
120,20,50,30,370,35,60,40
120,30,40,40,365,30,65,45
120,40,25,50,360,30,70,30
120,45,30,55,350,35,65,30
120,50,40,50,340,40,65,20
120,50,40,45,340,40,70,20
120,45,40,35,340,40,75,25
135,45,30,30,330,45,70,20
140,40,50,15,330,40,75,20
155,40,55,20,320,45,70,25
175,30,65,20,310,55,70,30
190,25,65,10,300,55,70,35
195,25,55,0,290,60,90,45
195,25,50,5,280,60,95,55
215,25,50,15,280,60,95,60
235,25,50,60,265,65,80,60
235,25,50,60,260,65,75,60
225,75,50,10,260,65,85,60
220,70,50,15,255,65,80,65
210,75,50,15,255,65,85,65
205,65,50,15,245,70,90,55
200,60,50,25,250,75,95,60
195,55,45,30,280,45,60,55
185,50,50,30,285,60,65,60
180,55,60,30,285,60,65,65
180,55,70,35,285,60,65,65
175,55,70,40,285,50,25,65
170,45,65,40,285,50,20,55
165,45,65,60,275,90,30,45
155,40,65,55,265,85,50,25
150,40,65,55,270,80,65,25
145,40,60,55,265,80,65,10
135,30,50,45,255,80,65,10
130,35,45,50,250,80,70,10
130,35,20,60,245,80,70,15
130,35,15,70,240,80,70,15
125,40,20,70,230,75,70,20
120,50,35,65,225,75,70,25
120,45,45,60,210,70,60,20
120,50,55,60,210,70,65,20
130,45,65,60,210,70,85,60
125,55,55,50,200,70,95,60
130,55,55,55,200,70,95,65
130,55,50,55,190,65,100,55
140,30,50,50,185,60,95,70
155,30,50,55,180,50,60,75
155,30,50,55,180,55,70,80
165,30,50,60,195,40,75,75
165,45,50,65,200,35,85,65
160,50,50,45,215,35,100,25
155,65,45,40,225,40,100,35
155,60,50,60,235,40,100,35
160,50,55,55,240,45,100,40
155,50,50,45,250,45,100,25
160,40,50,25,260,45,100,25
165,35,55,5,270,45,100,30
180,35,65,10,280,50,95,30
185,35,55,15,285,50,95,40
205,25,70,15,300,55,65,50
205,25,55,5,310,55,50,55
210,25,50,5,315,55,50,60
215,25,55,10,320,45,90,60
235,25,50,20,320,50,95,45
245,30,50,20,330,45,95,40
270,35,50,35,335,45,95,35
270,35,50,40,345,45,95,40
280,35,50,25,345,45,100,40
285,35,50,15,360,35,100,35
290,35,50,10,370,35,100,15
290,35,50,10,380,35,100,20
305,35,50,15,390,35,100,30
320,45,50,5,405,35,100,20
330,45,50,5,420,30,100,20
350,40,45,5,430,30,100,15
355,40,50,10,445,30,100,20
370,50,50,10,460,30,100,20
370,50,50,10,470,30,100,25
385,40,50,10,480,30,100,25
405,50,50,15,495,30,100,15
415,50,50,20,505,20,100,25
425,40,50,10,515,20,95,35
450,30,40,15,530,25,90,45
465,40,40,5,540,30,90,55
475,40,45,5,545,40,90,45
480,40,50,5,555,45,90,50
485,40,50,5,560,50,85,60
505,45,50,15,560,55,85,65
500,50,50,15,565,50,65,65
510,45,50,10,570,85,40,70
510,45,50,10,570,85,45,75
525,40,50,5,560,95,35,65
520,40,50,5,570,85,55,85
520,40,50,5,570,85,55,90
535,40,60,5,545,110,50,55
535,125,45,45,545,40,65,50
530,130,45,45,555,40,65,55
530,130,45,50,555,40,55,55
530,130,50,55,545,40,50,5
530,130,55,60,550,35,45,5
525,135,55,60,545,35,55,5
520,145,50,55,545,35,55,5
520,145,55,60,545,35,60,10
515,150,55,60,535,40,45,40
515,155,50,55,560,25,20,45
500,160,50,40,560,55,20,50
490,150,55,25,555,60,25,55
495,140,60,35,555,60,30,60
485,145,40,50,550,70,30,45
485,145,40,60,550,70,35,50
485,140,35,65,550,75,35,55
485,135,30,70,545,80,35,50
485,140,35,80,545,80,35,55
480,130,30,75,545,85,35,60
480,130,30,80,545,85,40,60
480,115,60,75,540,90,40,55
480,115,55,75,525,90,95,65
475,105,55,70,520,85,100,45
475,105,60,75,525,80,100,40
475,100,60,75,520,80,100,50
475,100,60,80,520,80,100,50
475,100,60,80,505,75,90,55
470,100,60,90,505,65,85,60
460,60,50,60,485,105,75,90
470,70,60,80,485,110,75,85
460,55,50,70,480,90,70,95
455,55,50,65,475,80,70,95
455,55,50,65,475,80,65,95
455,40,50,55,470,80,45,95
465,35,70,50,465,80,50,90
430,35,50,45,465,80,60,95
415,35,50,35,465,65,65,85
405,35,50,20,465,65,65,85
395,35,50,5,460,65,70,80
385,35,50,10,460,65,75,80
375,40,50,10,455,60,70,70
370,35,50,10,450,70,80,60
360,40,50,5,450,65,95,55
355,40,50,5,455,55,100,45
355,40,55,10,460,55,95,45
350,40,55,10,460,55,75,15
350,40,60,10,465,55,80,15
350,40,65,10,465,55,75,5
345,40,65,10,470,55,75,5
345,40,70,10,475,55,80,5
340,40,65,10,475,55,75,5
340,40,70,10,480,55,75,10
335,40,70,10,485,55,85,10
320,35,55,10,485,60,75,15
320,25,40,40,485,65,65,30
320,20,25,45,495,70,50,40
320,25,35,55,505,65,45,65
315,35,35,60,510,55,40,70
315,25,25,55,510,65,30,70
315,25,20,60,515,40,30,70
310,35,30,65,515,45,30,70
310,30,20,65,515,45,40,80
310,40,25,70,515,50,35,75
310,30,20,65,510,55,40,75
305,50,25,45,510,55,50,60
305,55,35,40,515,55,60,60
305,55,50,35,520,55,60,55
310,55,65,35,525,50,60,55
320,50,65,30,525,50,55,45
330,50,65,25,530,55,45,40
335,50,65,25,550,25,20,45
340,45,65,25,540,20,30,50
345,45,65,25,540,25,35,60
350,45,60,20,535,30,45,60
355,40,65,20,520,30,50,45
360,35,60,15,520,30,60,25
365,35,60,5,525,30,70,10
375,35,55,10,515,30,70,5
385,35,65,15,515,30,75,5
395,30,70,15,510,30,75,10
410,30,45,10,505,30,100,15
415,30,45,10,495,30,100,20
415,30,50,10,495,30,100,25
430,25,50,15,490,30,100,25
435,25,50,15,490,25,100,30
450,30,50,30,470,25,70,30
440,30,50,25,475,30,85,35
450,25,50,25,470,30,70,35
445,25,50,25,475,15,80,30
440,25,50,20,485,15,95,30
435,20,50,25,495,20,100,25
430,25,50,20,505,20,100,20
425,30,50,10,510,25,100,20
420,35,50,25,515,25,100,15
415,40,50,30,520,25,100,20
425,15,70,35,535,30,55,20
410,45,60,40,535,30,45,15
405,45,65,45,540,30,45,20
405,45,65,40,545,30,55,20
395,55,60,40,540,30,40,25
390,55,60,40,565,55,15,30
390,55,70,40,545,60,35,25
385,60,70,40,540,60,50,35
385,60,75,45,530,65,60,30
370,70,65,40,520,70,60,30
365,70,70,40,510,75,60,20
360,75,70,40,505,75,65,20
355,80,70,35,500,80,65,20
345,85,65,35,485,85,60,15
345,85,70,40,480,85,55,15
340,90,70,40,465,75,40,15
340,90,75,40,460,65,40,30
335,95,70,35,460,65,55,40
320,95,65,30,450,60,60,35
310,90,60,25,430,50,55,20
300,90,60,30,425,50,60,25
305,95,75,35,405,45,50,20
295,90,75,35,390,45,50,10
285,85,70,30,380,45,55,10
280,85,70,35,375,45,60,15
265,80,65,30,360,45,60,10
260,80,65,35,355,45,65,15
240,65,45,35,335,70,90,60
235,60,45,30,330,75,85,60
230,55,45,35,325,80,85,60
225,60,45,40,325,80,85,55
230,50,35,45,320,85,85,45
230,50,25,60,310,105,80,45
230,50,15,85,300,110,45,45
230,40,10,75,285,120,95,35
230,40,10,75,280,125,90,35
230,25,10,60,265,125,75,55
230,25,10,60,245,130,60,55
230,25,10,60,240,130,55,60
230,30,10,65,240,135,65,55
225,35,15,70,235,135,65,60
215,130,40,70,225,35,15,70
215,115,30,90,225,40,20,75
215,110,20,100,220,60,40,95
210,110,15,100,220,60,55,95
210,105,20,100,230,50,65,85
210,100,25,95,235,50,70,85
210,100,20,95,240,40,80,70
210,90,10,65,250,35,85,65
205,90,25,50,260,35,85,60
195,105,45,40,270,35,85,60
195,100,50,40,280,35,90,55
205,90,60,35,295,30,70,10
210,85,55,35,310,30,80,10
215,80,60,35,320,30,55,20
220,70,55,15,330,30,65,20
230,75,65,15,340,30,75,5
240,75,55,20,350,30,60,5
255,65,65,20,360,30,65,5
260,65,60,15,365,35,100,35
265,65,55,15,370,40,100,35
270,65,50,15,375,40,100,25
280,65,55,20,385,40,100,20
290,60,55,15,395,40,100,35
295,55,50,10,400,40,100,30
305,50,55,5,410,40,100,30
310,50,50,10,415,40,100,30
330,50,50,15,420,40,100,30
325,55,50,15,425,40,100,20
330,55,50,15,430,40,100,30
345,45,50,10,435,40,100,25
345,45,50,15,435,45,100,30
355,50,50,15,445,40,100,30
365,50,50,15,455,35,100,30
375,45,50,15,460,35,100,25
375,45,50,15,475,35,95,30
385,45,50,15,480,35,95,40
395,45,50,20,485,40,95,45
400,40,50,15,490,50,100,55
410,30,50,5,500,50,95,55
440,25,45,25,505,55,90,60
440,25,50,5,505,60,90,60
440,25,50,10,510,65,85,60
455,25,50,30,515,65,85,65
475,25,45,40,520,70,80,65
480,25,50,50,525,70,80,70
485,25,50,50,530,75,70,70
500,25,50,45,530,75,70,70
515,30,45,50,545,80,75,65
520,30,45,50,545,85,70,60
520,30,45,50,545,90,70,60
525,85,50,65,545,95,70,55
520,85,50,65,545,95,75,55
520,90,50,65,555,55,75,70
520,90,50,60,555,55,75,70
520,95,50,55,555,55,75,70
520,95,50,55,555,55,75,65
530,95,50,65,555,50,65,60
530,95,50,70,550,45,65,55
535,110,40,60,550,50,50,60
545,40,40,50,555,80,50,85
540,40,40,50,550,80,55,90
540,45,40,50,550,85,55,90
540,75,45,60,550,90,55,80
540,70,45,60,545,80,55,70
535,70,50,60,545,85,60,75
535,65,50,55,550,85,60,75
530,65,50,40,555,90,65,65
530,65,50,40,555,90,65,65
525,65,50,30,555,90,70,75
520,60,45,30,565,95,75,85
520,55,40,35,565,95,75,85
515,55,40,40,560,135,50,60
515,50,40,40,555,125,55,75
510,45,35,40,555,115,60,90
505,45,40,40,555,105,50,95
505,40,40,35,550,110,50,100
505,35,40,40,550,110,45,100
505,15,20,50,550,110,45,95
505,15,20,50,545,95,50,95
505,15,15,50,545,95,50,95
500,50,40,75,525,85,65,85
500,40,35,70,520,85,65,80
500,35,35,65,510,80,55,80
500,15,15,50,510,75,55,80
495,70,45,75,500,15,15,50
490,60,40,75,495,65,50,80
480,25,35,60,490,65,55,80
470,25,50,55,490,45,50,80
460,25,50,50,490,45,60,80
455,20,50,40,495,45,65,80
445,20,50,25,470,30,75,60
435,20,50,25,485,40,70,75
430,20,50,20,470,40,80,70
420,25,50,25,465,40,90,55
410,30,50,5,470,40,95,55
405,30,50,5,490,30,80,60
395,35,50,20,485,30,85,55
385,35,50,25,485,30,85,55
380,35,50,25,480,30,85,55
370,35,50,5,475,30,85,40
365,35,50,5,460,35,100,25
360,35,50,10,465,30,100,20
360,25,50,35,455,30,100,35
360,20,40,40,455,35,100,25
360,20,35,45,450,30,75,5
355,25,35,50,435,30,95,35
355,25,35,50,435,30,90,35
355,25,30,55,425,30,85,45
355,20,50,55,415,40,100,50
350,15,45,50,405,40,100,65
355,40,60,75,400,40,100,70
340,25,50,55,400,35,100,65
340,15,45,45,390,40,100,70
335,25,50,55,380,35,95,60
335,20,50,50,370,30,85,65
335,20,50,55,375,30,90,65
335,15,50,50,360,25,70,60
330,45,50,55,360,25,75,55
325,70,35,45,355,35,80,55
320,70,35,50,355,25,80,55
315,80,35,45,340,25,70,60
320,75,35,50,330,20,55,55
315,25,50,55,335,20,70,55
305,25,50,50,335,20,80,50
300,20,50,40,340,20,90,45
290,20,50,35,350,25,100,45
280,20,50,5,355,30,100,20
270,25,50,5,365,30,100,20
265,20,50,5,370,35,100,25
270,20,65,5,375,35,65,5
260,20,60,5,385,35,75,25
255,20,65,5,390,35,80,25
250,20,65,5,395,35,80,25
240,20,65,5,400,35,65,25
235,20,65,5,405,40,70,25
220,20,55,5,410,40,70,25
210,25,50,5,415,35,75,25
210,30,50,10,420,35,70,25
210,15,55,25,425,35,75,25
200,40,50,30,425,40,65,30
195,45,40,35,425,45,60,35
190,50,45,40,435,60,55,45
190,50,50,45,440,60,45,50
185,55,45,45,445,55,50,60
185,55,50,50,445,55,50,60
180,60,40,40,445,55,60,60
185,50,20,40,450,55,60,50
185,40,25,40,455,55,45,45
180,50,45,45,455,60,55,50
185,60,60,40,460,60,50,55
195,65,70,35,465,55,55,55
200,65,60,25,465,55,50,55
215,70,65,30,465,50,55,50
215,70,65,30,470,55,55,40
225,70,60,30,485,55,40,45
230,80,60,20,490,60,35,50
245,85,70,10,495,60,40,55
255,85,70,10,500,55,45,55
265,85,70,15,500,55,35,50
280,85,65,15,515,20,20,45
290,85,75,15,505,20,30,45
295,85,65,20,505,30,40,60
305,80,65,15,490,35,55,50
315,80,65,10,495,30,70,10
325,80,65,20,495,30,75,5
335,75,70,20,485,30,75,10
345,70,60,10,460,35,55,10
355,75,60,10,460,35,65,5
370,65,60,5,465,30,75,10
375,65,50,10,470,35,95,40
390,75,50,40,460,30,85,45
415,70,50,45,450,30,85,45
415,35,50,60,450,40,80,60
410,35,50,60,460,75,85,45
405,35,50,25,475,75,85,45
415,30,65,25,505,75,55,40
410,30,65,25,505,85,25,45
415,30,70,25,510,75,30,55
405,30,60,30,515,60,45,50
405,15,60,35,520,45,50,30
400,30,60,45,525,45,60,25
395,35,55,50,540,45,50,25
395,35,60,50,540,45,50,25
390,45,60,50,565,40,20,20
380,35,55,40,580,15,5,35
380,35,50,45,570,20,25,50
380,40,30,50,560,20,35,45
380,50,40,60,560,30,30,60
380,55,50,60,555,25,30,55
385,40,55,35,555,20,25,50
395,35,65,40,555,30,30,60
405,30,75,10,550,30,25,60
415,35,75,25,550,25,25,55
425,35,75,25,550,30,30,60
430,35,80,25,550,25,25,55
440,35,65,5,550,30,30,60
430,40,50,5,535,25,90,35
430,40,50,5,535,30,95,35
435,40,50,10,520,20,95,30
435,40,50,10,515,35,100,30
440,40,50,10,515,25,100,30
445,40,50,25,505,25,100,30
450,40,50,30,495,25,95,30
450,40,50,30,495,25,95,30
460,40,50,30,490,25,80,30
465,40,50,30,495,30,80,30
475,20,50,30,500,30,75,30
470,20,50,30,505,35,85,30
465,25,50,30,510,35,95,30
460,30,50,20,515,35,100,30
455,35,50,15,515,35,100,30
450,40,50,15,515,35,100,40
445,40,50,15,525,30,90,40
440,45,50,20,530,30,85,55
435,45,45,20,540,30,80,50
435,45,45,20,540,35,80,65
440,45,60,25,545,40,45,60
425,50,50,25,545,40,35,55
425,50,55,25,550,45,30,60
425,45,45,20,555,50,35,65
425,35,40,45,555,55,35,70
430,40,30,50,555,55,30,65
425,50,30,40,560,55,30,70
425,50,40,40,560,70,45,75
430,45,55,45,565,65,40,75
430,45,60,40,565,70,40,75
435,45,60,35,565,70,40,80
435,45,50,25,570,75,35,70
450,30,55,5,575,75,25,65
460,30,45,10,570,110,30,75
465,30,50,15,565,120,35,70
470,30,55,15,560,125,40,60
480,30,60,20,555,130,45,60
490,35,55,25,555,130,40,65
500,35,60,30,555,130,40,65
500,35,50,35,555,135,45,70
505,40,50,35,550,140,45,65
515,45,60,40,550,140,45,70
520,50,60,35,550,145,50,75
525,50,60,35,540,155,45,70
530,55,60,30,535,165,45,65
530,55,60,35,535,165,45,70
530,175,45,65,555,75,55,70
530,175,45,70,535,60,55,30
525,185,40,65,580,90,45,80
525,185,40,60,580,90,60,80
525,185,40,65,550,65,65,40
525,185,45,70,545,65,45,40
520,195,40,70,565,100,25,90
520,200,45,70,555,100,25,40
520,200,45,75,550,100,40,50
515,210,40,65,550,110,45,90
515,215,40,65,545,105,50,45
505,220,45,50,545,105,55,45
495,210,55,30,540,110,55,45
490,200,50,35,530,115,50,45
485,205,50,40,525,120,50,40
490,205,55,50,525,125,55,40
480,200,50,55,515,135,40,40
485,200,60,60,520,130,55,50
480,195,60,80,515,135,55,45
475,190,60,80,505,140,90,75
465,185,55,75,495,150,90,80
445,160,50,45,495,165,85,90
445,160,50,45,490,165,80,90
440,155,50,40,485,165,80,80
440,150,50,45,480,175,75,70
445,150,50,55,480,175,70,60
445,155,50,60,480,175,70,60
440,185,50,65,475,180,75,70
440,185,50,60,460,140,70,70
440,185,50,60,455,150,65,85
445,165,45,85,455,150,55,95
445,165,35,90,450,135,25,90
445,165,30,95,450,135,30,95
445,165,30,95,455,120,30,85
445,145,30,100,455,120,35,90
445,155,30,80,455,125,30,100
445,150,35,80,450,65,30,45
435,60,45,35,455,140,45,70
425,50,45,35,465,135,50,75
420,40,40,35,475,90,60,90
410,30,40,50,485,110,45,75
405,25,40,50,490,90,55,80
400,25,40,45,490,95,55,65
400,30,50,50,495,85,15,80
400,30,60,50,495,75,10,75
395,35,70,35,495,80,10,75
390,30,75,25,500,50,10,60
375,25,65,15,490,40,20,35
370,25,70,10,475,40,95,25
370,25,75,10,475,40,60,20
355,15,65,25,475,40,65,15
355,15,75,30,465,40,65,15
350,30,75,30,455,35,60,15
335,35,65,35,450,35,60,25
330,40,70,25,440,35,60,25
320,40,65,20,435,30,60,15
315,40,65,20,420,25,100,20
305,45,60,20,410,20,100,20
305,45,65,20,410,20,100,20
290,50,60,15,395,20,100,20
290,50,60,20,395,20,100,20
280,50,55,20,385,20,100,20
280,50,60,20,385,20,100,20
260,60,50,15,360,20,90,30
255,60,50,15,355,20,90,30
255,60,50,15,350,20,95,30
250,65,50,25,345,20,95,30
245,70,45,30,335,25,90,30
235,70,50,25,335,25,95,25
225,75,50,15,325,30,95,35
225,70,55,20,320,25,90,35
220,70,60,15,310,25,85,40
215,70,60,15,305,25,85,40
205,75,60,10,295,30,85,45
200,75,65,15,290,30,85,55
180,80,50,10,270,35,85,60
175,80,50,10,260,35,85,60
165,85,50,15,250,40,90,65
160,85,50,15,245,45,95,65
155,80,50,10,240,45,85,70
155,70,55,20,240,45,80,70
145,65,45,35,230,55,85,65
145,65,45,45,220,55,100,65
150,70,50,55,225,60,90,70
135,45,35,40,210,60,95,65
130,45,40,45,205,65,95,65
125,40,40,35,210,60,95,65
125,35,35,40,210,60,95,55
120,35,40,35,200,65,95,45
115,30,40,35,190,75,95,45
115,15,35,45,190,75,90,45
110,25,40,45,185,80,85,45
105,25,45,45,165,75,90,65
105,25,45,40,160,65,95,75
110,15,30,45,150,60,90,95
110,35,35,55,145,70,85,85
110,45,30,55,150,105,85,40
110,50,45,85,140,105,90,55
110,55,55,90,120,100,75,65
115,50,55,85,115,100,65,65
110,95,65,70,115,55,60,90
105,95,65,70,120,50,70,85
105,95,70,70,120,50,75,85
80,90,50,50,125,60,80,95
75,85,50,45,125,60,80,95
70,85,50,40,125,60,85,95
85,90,70,55,130,45,60,60
80,90,70,55,140,35,75,55
70,85,60,25,145,35,70,25
65,80,45,35,155,35,65,25
65,85,35,45,165,35,65,25
65,95,25,55,175,35,70,20
65,100,30,60,185,30,75,20
65,100,40,65,190,30,80,20
70,100,45,55,195,30,80,15
75,95,40,55,205,30,85,15
80,80,45,60,210,30,70,10
85,80,55,45,215,20,65,25
95,75,45,45,230,25,60,35
95,70,50,45,240,30,60,40
105,55,60,40,250,40,65,30
110,50,65,30,260,45,70,30
125,45,65,30,270,50,70,30
130,40,60,25,280,55,80,35
140,30,60,10,285,55,70,30
150,30,65,10,295,65,70,25
160,30,60,5,300,80,60,35
175,25,50,5,320,80,45,50
190,25,55,5,325,80,40,60
210,30,65,10,335,55,35,80
215,30,50,5,335,65,35,75
225,30,55,20,340,45,40,75
235,30,60,20,335,65,45,80
235,30,55,20,340,55,80,75
235,30,50,20,340,55,85,70
245,30,50,20,340,60,85,70
255,30,50,10,345,55,85,65
255,30,50,10,345,55,90,60
265,35,50,10,345,50,100,65
275,40,50,15,350,40,100,45
280,40,50,15,360,40,100,30
300,30,50,25,365,40,100,25
305,30,50,20,370,25,95,20
320,25,50,20,380,25,100,30
330,25,50,20,390,25,100,30
340,25,50,25,395,20,100,30
345,25,50,25,400,20,100,30
350,25,50,15,410,20,100,20
375,25,50,15,415,25,90,15
385,25,50,5,425,25,90,30
390,25,50,10,435,25,95,30
400,25,50,15,445,25,95,25
405,30,50,30,450,35,95,35
405,30,50,20,455,40,100,30
400,30,50,15,460,40,100,30
390,30,50,15,465,45,100,30
395,30,50,15,475,50,100,35
395,30,50,5,470,50,100,35
405,30,50,5,470,25,90,55
410,30,50,5,500,60,60,60
430,30,50,5,505,35,60,70
425,30,50,10,500,35,65,70
435,30,50,10,500,40,65,75
435,30,50,5,500,45,65,80
440,30,50,5,505,50,60,85
445,30,50,5,505,55,55,90
450,30,50,35,500,45,65,80
455,30,50,45,500,45,65,80
460,30,50,50,500,40,65,70
485,25,45,60,495,70,40,75
490,25,40,60,495,85,25,55
480,30,50,55,485,30,55,55
480,40,50,40,490,25,60,40
475,45,50,35,495,15,70,35
470,50,50,40,500,15,80,40
465,50,50,30,500,35,85,40
455,60,50,25,505,35,95,40
450,65,45,25,505,35,95,45
445,65,50,30,510,35,100,45
445,65,50,25,510,25,95,45
440,65,50,30,525,20,85,35
435,70,50,25,525,20,85,35
435,70,55,25,530,25,85,35
430,70,55,30,530,25,85,40
430,75,60,25,530,25,90,40
430,75,60,30,530,25,90,30
435,70,70,30,535,25,85,35
435,70,75,30,545,30,85,35
435,70,80,30,550,30,30,35
435,70,80,35,550,30,40,40
425,75,75,30,550,30,40,45
430,70,80,30,555,35,55,45
420,75,75,25,555,35,55,45
420,75,75,30,560,35,45,45
410,80,70,25,560,35,45,45
410,80,70,25,560,35,45,50
410,80,75,30,560,35,45,50
410,80,75,30,560,40,40,45
400,85,70,25,555,35,25,45
400,85,65,30,560,75,35,45
395,90,60,45,545,75,50,35
395,95,60,50,545,75,55,30
385,105,55,50,535,75,55,20
385,100,70,55,535,75,60,20
380,105,75,45,530,75,60,15
370,110,75,40,520,75,60,15
365,115,80,40,510,70,55,10
355,120,75,40,510,70,65,10
345,125,70,40,490,70,60,5
350,125,75,45,480,70,65,10
340,130,70,40,470,70,65,10
330,135,70,40,450,70,60,5
335,135,75,45,430,70,60,5
315,145,65,35,415,70,60,5
315,145,70,40,400,70,60,15
310,150,65,40,385,75,60,15
305,155,65,35,380,75,70,20
295,160,65,35,370,85,70,70
290,165,60,30,355,90,65,70
290,165,60,35,350,90,65,70
290,165,70,40,350,85,70,25
285,170,65,35,340,95,70,70
285,170,65,40,330,90,65,15
285,170,75,40,330,90,65,20
275,175,70,40,325,90,65,20
280,175,70,40,325,90,70,20
270,180,70,40,320,90,70,20
270,180,70,40,320,90,75,25
265,185,65,40,310,95,70,20
260,190,60,35,305,95,65,20
255,190,65,30,305,95,70,20
240,180,55,30,305,95,75,20
240,175,55,40,295,95,65,15
240,180,60,50,280,105,50,20
230,175,55,50,275,115,45,30
230,175,60,50,275,115,45,40
225,170,65,50,275,115,50,50
220,165,60,65,275,115,50,55
220,165,65,65,270,120,45,50
215,160,65,60,265,125,80,85
190,135,40,35,260,135,85,90
185,135,45,30,265,135,80,95
180,130,45,35,250,135,90,70
175,130,45,30,245,130,100,65
175,125,50,35,240,125,100,50
175,125,50,40,235,125,100,45
180,120,50,55,230,125,100,60
180,130,50,65,220,120,90,65
185,110,50,60,220,125,85,70
185,125,50,85,210,120,75,75
180,110,50,75,215,125,85,85
180,95,45,70,210,115,80,80
180,85,40,65,200,115,70,85
180,80,35,65,210,120,80,75
175,85,40,70,200,110,75,70
165,95,45,55,200,110,85,55
160,90,50,45,185,95,70,50
160,80,50,45,185,100,70,60
165,80,50,55,190,75,75,60
170,80,50,55,200,75,80,60
165,110,40,55,210,70,90,45
165,110,35,60,220,65,95,40
165,120,35,50,230,60,95,30
