X1,Y1,W1,H1,X2,Y2,W2,H2
145,115,45,85,160,150,35,95
140,120,40,85,160,155,40,100
135,130,40,85,160,165,40,95
135,125,40,80,160,170,40,100
130,135,45,90,160,180,45,95
130,130,50,75,160,190,50,90
125,140,50,75,160,195,50,90
125,135,50,70,160,200,50,85
120,140,45,70,160,205,45,90
115,140,25,55,160,215,40,90
115,125,25,50,165,210,45,100
110,125,30,45,165,215,40,95
105,130,35,45,165,220,40,95
105,135,35,40,165,225,35,100
105,140,40,40,165,225,35,100
110,145,40,40,165,230,30,100
115,150,35,40,165,235,30,100
130,155,35,50,165,240,30,100
135,150,15,50,165,245,30,100
135,150,15,50,165,250,30,100
140,155,10,50,165,260,30,90
140,155,10,50,165,260,30,95
140,160,10,50,165,265,30,95
140,165,10,50,165,270,30,90
140,165,10,50,170,265,30,100
140,170,10,50,170,270,30,100
140,185,15,60,165,280,30,90
135,190,20,55,165,285,35,90
135,185,20,50,170,275,35,100
135,190,20,50,170,280,35,100
135,200,20,50,170,280,35,100
135,200,20,50,170,285,35,100
135,210,35,50,170,290,30,100
140,210,30,50,170,290,30,100
140,210,30,50,170,290,30,100
145,220,25,50,170,290,30,100
145,225,25,50,165,290,35,100
145,225,20,50,160,325,35,70
150,230,20,50,165,315,45,90
145,355,30,50,160,260,30,70
140,360,35,50,160,265,30,75
135,370,35,45,160,275,25,90
130,380,35,45,165,285,20,85
130,380,35,50,160,285,20,80
125,390,35,45,165,295,20,95
125,390,35,50,165,295,20,100
125,390,40,55,165,295,20,95
125,390,40,60,165,295,20,95
115,405,35,50,165,310,25,100
115,405,40,55,165,310,20,100
115,405,40,60,165,310,20,100
115,405,45,65,160,290,15,80
110,415,40,60,170,320,25,100
110,415,45,65,165,320,25,100
115,410,45,70,165,295,15,75
105,425,45,65,165,300,15,75
105,425,45,65,165,300,15,75
105,425,50,70,165,305,10,75
105,425,50,75,165,305,15,70
100,435,45,70,165,310,15,75
100,435,50,70,165,315,20,75
100,435,45,70,170,315,20,70
90,450,45,65,165,365,50,85
90,450,45,70,170,355,15,65
90,450,45,70,170,360,25,70
90,450,45,70,170,365,30,70
90,455,45,75,165,375,30,65
85,460,40,65,160,385,65,75
80,465,35,65,155,395,70,75
80,460,20,65,160,390,45,60
80,450,20,65,150,400,45,55
80,460,25,70,150,400,45,55
80,465,35,75,140,410,45,50
80,475,40,75,145,405,50,50
85,480,45,65,145,410,50,55
90,480,50,75,140,415,50,50
90,490,50,70,135,420,45,50
95,490,50,70,130,425,50,50
100,495,50,75,130,425,50,50
100,500,50,65,130,425,55,55
100,500,45,85,125,430,50,55
100,510,60,40,120,440,45,45
105,520,65,20,125,435,55,50
115,525,70,10,120,440,50,50
120,440,50,55,120,525,70,10
120,440,55,55,130,525,80,10
115,445,45,55,140,525,85,10
115,440,30,45,145,525,70,10
115,430,20,50,155,530,75,10
110,430,35,45,160,530,80,10
110,445,45,50,165,530,80,10
115,445,55,45,175,530,75,10
120,450,60,40,180,535,80,10
125,455,65,40,185,535,70,5
130,460,60,30,195,545,65,25
135,465,65,30,200,545,65,35
140,470,60,15,225,525,60,75
145,470,55,10,230,525,65,75
150,470,55,15,225,530,70,65
150,470,50,10,235,525,75,65
160,470,50,15,240,520,80,60
165,470,60,15,250,515,85,60
170,475,60,10,255,515,85,50
175,480,60,10,270,505,80,55
185,485,50,15,270,510,80,55
180,485,50,15,275,500,90,60
185,485,50,15,285,490,95,45
195,480,50,15,290,485,100,35
205,485,50,25,300,480,100,40
215,485,45,30,310,475,95,35
220,485,45,30,320,470,95,35
230,470,50,20,325,470,95,40
235,470,55,25,335,465,95,40
240,470,45,30,340,460,95,40
255,465,50,35,345,460,95,45
260,460,45,30,350,455,95,50
270,450,50,25,360,450,95,50
275,445,50,25,365,445,95,50
280,445,45,30,370,445,95,55
290,440,45,30,375,445,90,55
300,430,50,25,375,445,90,45
310,420,50,20,365,405,100,50
320,420,50,25,400,435,60,60
325,420,45,25,405,410,65,75
330,415,50,25,405,420,70,75
335,410,50,25,385,390,95,80
340,405,50,20,390,385,95,75
350,400,50,20,395,380,85,75
365,400,50,45,400,370,80,70
365,405,50,35,410,360,80,65
370,405,45,40,430,360,80,65
375,400,35,40,435,355,80,70
375,400,35,40,450,340,75,70
375,395,40,40,455,335,75,75
385,380,40,35,465,320,70,70
385,380,45,40,470,315,70,75
390,375,45,40,480,310,60,80
400,370,45,40,475,255,25,50
405,365,55,50,470,260,40,50
405,365,50,50,470,255,45,55
410,360,50,40,470,255,55,60
415,360,40,30,460,245,50,60
420,355,55,40,450,235,50,55
425,355,50,45,445,235,50,65
430,355,35,45,440,225,50,60
430,210,45,50,445,305,30,100
430,215,50,65,440,310,10,60
425,210,50,65,440,305,10,65
420,205,50,65,440,300,15,65
420,205,55,70,440,300,20,75
405,185,45,50,435,285,20,65
395,185,60,30,430,270,25,100
395,190,70,25,430,275,35,65
395,185,80,15,425,270,35,65
385,185,80,15,420,260,35,60
380,180,80,15,420,260,35,70
345,180,55,10,420,240,40,100
330,180,50,15,415,235,50,95
330,175,55,15,415,235,50,95
330,175,65,15,415,235,50,95
315,175,55,15,410,220,65,85
315,175,60,10,410,220,60,80
310,175,60,10,410,220,30,70
310,175,70,15,410,215,30,65
305,170,70,15,410,215,30,70
300,170,70,15,405,205,70,70
300,170,75,15,405,205,30,70
295,170,75,15,405,205,30,70
290,170,75,15,400,200,25,70
285,170,75,10,400,195,20,70
275,170,70,10,395,175,20,55
275,170,70,20,400,185,30,70
260,180,60,30,390,170,20,60
255,185,60,30,395,175,30,65
255,180,70,35,385,170,45,55
240,190,65,25,380,165,55,45
235,190,70,25,375,160,60,40
230,190,70,30,370,150,60,30
220,195,70,25,355,150,60,25
215,200,70,30,355,150,65,25
200,205,65,30,350,145,65,25
200,205,70,30,345,145,65,25
200,205,75,35,335,140,60,10
190,210,70,35,330,140,65,5
190,210,75,35,310,140,55,5
180,215,70,35,305,140,60,15
180,220,80,35,290,145,60,15
170,225,70,35,280,145,60,20
170,225,75,35,275,145,70,20
160,230,70,35,265,145,70,15
160,230,75,35,245,150,60,15
150,235,70,35,230,155,55,15
150,235,75,35,230,155,65,20
140,240,70,35,220,155,65,15
140,240,70,35,215,160,65,20
130,245,65,30,205,165,65,25
130,245,70,35,195,165,60,30
125,245,70,30,185,170,65,25
115,250,60,25,175,180,65,65
105,255,55,30,160,185,55,75
100,260,55,25,150,190,55,80
95,260,50,25,145,190,65,75
90,265,50,25,130,195,60,70
85,270,50,20,115,205,55,75
85,270,50,25,110,210,60,80
80,270,50,55,120,200,70,65
80,225,45,85,100,215,65,80
85,215,55,80,95,265,70,65
75,220,55,80,95,265,80,65
70,225,55,80,95,265,85,65
70,225,60,80,95,265,90,70
60,230,55,80,90,265,90,70
60,230,55,80,90,265,90,70
50,240,45,80,85,270,85,65
50,240,45,80,85,270,85,70
50,240,45,85,85,270,80,70
50,240,45,75,85,270,80,70
50,240,45,75,85,270,80,70
50,240,45,80,75,275,75,70
50,235,45,65,75,275,70,70
50,230,35,55,75,275,70,70
50,225,0,0,75,275,70,40
50,275,50,30,75,275,70,40
50,275,50,30,75,275,70,40
50,275,50,35,75,275,70,45
50,275,50,35,65,280,65,40
50,280,50,30,65,285,60,35
50,275,50,30,65,285,60,45
50,270,50,35,55,265,55,35
50,280,40,50,55,270,55,50
50,285,40,60,50,290,40,60
50,290,35,65,50,295,35,65
50,295,35,70,50,300,35,65
50,295,30,75,60,240,10,50
50,295,25,80,60,240,10,55
50,300,25,75,60,235,10,50
50,300,25,80,60,230,10,50
50,300,25,85,60,230,10,50
50,305,25,80,60,225,10,50
50,305,30,85,60,225,10,50
50,305,30,90,60,220,10,50
50,310,35,85,60,220,10,50
50,310,35,90,60,215,10,50
50,315,40,85,55,220,15,55
50,315,40,85,55,215,15,55
55,235,20,70,55,315,45,90
55,235,25,55,55,320,45,85
50,250,35,65,55,320,45,80
50,245,40,50,60,320,50,45
55,240,45,45,60,320,45,40
60,235,50,45,60,320,40,30
60,345,35,30,65,230,55,45
65,360,30,40,70,225,60,50
70,225,65,50,75,365,20,50
75,220,65,50,85,320,20,60
80,220,60,55,85,320,10,60
85,215,65,55,85,325,10,70
85,215,60,55,85,320,10,70
80,315,10,65,90,210,55,50
80,315,20,70,85,210,55,35
75,300,20,55,95,195,65,15
75,310,20,70,105,190,70,15
75,300,15,65,115,195,80,15
75,300,15,55,125,195,80,15
70,320,25,65,135,195,85,10
75,305,35,65,145,200,75,10
75,305,40,65,150,200,80,5
80,295,40,65,160,200,85,10
80,295,40,60,165,200,80,10
85,290,45,55,175,200,80,10
95,285,45,55,180,200,75,10
100,275,40,55,185,200,70,10
105,270,40,55,190,200,70,10
105,270,45,65,200,200,75,10
110,260,40,60,205,200,85,10
110,260,45,60,210,205,85,10
115,255,40,50,215,205,85,10
115,250,45,55,220,205,80,10
120,240,55,40,225,205,80,10
130,230,55,35,230,205,85,10
135,225,60,35,235,205,80,10
130,230,55,25,230,215,100,25
145,220,60,25,250,220,35,45
155,215,65,25,260,210,35,60
160,210,65,25,265,200,75,70
165,205,60,15,270,190,75,70
170,200,65,10,275,180,80,70
170,200,55,5,275,180,80,75
185,195,50,10,285,165,70,70
190,200,60,10,290,160,70,80
195,200,55,25,295,155,75,80
205,210,45,40,295,150,80,75
220,205,40,55,300,140,80,80
230,185,35,60,305,130,75,75
230,190,35,60,310,135,70,70
235,180,40,70,320,95,20,70
245,165,35,65,315,90,20,70
250,145,25,65,315,90,20,80
250,145,25,75,315,75,20,75
250,145,20,70,310,65,55,75
255,140,25,75,315,65,55,100
260,100,10,70,310,55,60,90
260,90,10,70,310,40,30,75
255,80,15,70,290,30,75,60
255,65,45,85,285,35,80,70
255,55,55,75,275,40,70,75
250,30,50,65,285,35,85,70
245,25,50,60,270,45,75,75
245,15,50,50,270,45,70,70
240,30,50,65,245,30,55,65
240,15,50,50,240,40,50,70
235,35,50,65,240,45,55,70
235,35,50,60,235,60,45,80
235,35,50,60,235,65,45,85
235,15,50,50,235,65,45,90
230,40,50,65,270,65,55,100
235,35,60,65,235,75,55,90
220,45,45,50,265,85,60,90
225,40,60,55,265,85,45,95
225,40,65,45,265,85,45,100
225,35,60,30,260,100,20,80
230,35,70,50,255,120,20,75
235,35,75,60,255,115,20,75
235,35,70,25,255,125,30,65
235,35,70,25,245,135,50,55
240,35,75,25,240,135,60,45
240,35,75,25,240,135,65,40
235,140,70,40,245,35,60,20
225,145,70,40,245,35,60,20
220,150,70,40,245,35,60,20
210,155,65,40,250,35,65,20
200,160,65,40,250,35,65,20
200,160,70,40,250,35,65,20
195,165,65,40,255,35,65,20
195,165,70,45,245,35,50,25
185,170,65,45,255,25,35,25
180,175,65,40,270,20,20,40
170,180,60,40,270,60,20,50
170,180,65,45,270,60,15,40
160,190,60,40,265,70,20,50
160,190,65,45,260,80,25,55
160,190,70,45,260,80,25,55
150,195,65,45,260,80,25,60
145,200,65,40,255,90,25,55
130,190,55,25,250,95,30,50
130,185,50,45,240,90,40,45
135,175,15,60,240,85,55,30
135,180,15,75,235,85,60,15
135,185,15,85,230,85,65,10
140,180,15,85,230,85,70,10
140,175,15,85,220,85,65,15
140,165,15,80,215,90,65,15
145,165,10,85,195,95,90,50
145,165,10,90,200,90,60,20
145,160,10,90,200,90,95,40
145,150,10,85,190,90,90,45
145,140,35,95,195,90,95,40
145,145,30,95,190,90,90,45
145,145,30,100,175,90,80,55
145,145,20,100,185,90,90,50
145,140,20,100,180,85,85,45
145,135,30,100,170,80,75,50
145,130,30,100,160,80,65,50
150,130,35,100,155,75,60,50
150,125,40,100,155,75,65,50
135,80,50,60,160,120,70,100
130,80,50,60,160,115,70,95
125,80,50,55,160,115,70,95
125,80,50,60,150,110,60,95
125,85,50,65,150,110,55,95
125,85,45,70,150,105,45,95
120,90,40,80,150,105,40,100
115,100,45,80,150,100,45,95
115,95,45,80,150,100,45,100
110,105,50,80,150,95,55,95
110,100,50,75,150,95,55,100
105,110,50,75,125,80,60,80
105,110,50,65,125,75,60,75
105,110,50,60,125,75,60,75
105,105,50,60,125,75,60,80
100,120,50,50,125,75,65,85
100,120,50,50,125,75,65,85
100,115,50,55,125,70,65,85
100,115,50,60,125,70,65,85
95,130,50,45,150,60,55,90
95,125,50,50,150,55,55,90
95,125,50,55,150,55,55,90
95,120,50,60,150,55,55,90
95,120,50,60,150,50,50,80
90,135,25,50,150,60,55,95
90,130,25,55,150,45,50,80
90,130,25,55,150,40,55,75
90,130,25,55,145,40,65,75
85,140,25,50,135,50,80,80
85,140,25,50,135,45,75,75
95,115,30,70,150,30,50,50
95,115,30,70,160,30,35,60
90,125,30,70,165,35,40,50
90,125,30,70,170,45,35,60
90,125,30,70,175,50,40,65
90,125,30,70,180,50,40,70
90,125,35,70,180,60,35,70
90,125,35,75,185,60,30,70
90,125,35,75,185,65,30,75
90,125,35,75,185,75,35,80
85,135,30,65,190,75,30,75
85,130,25,60,190,80,30,80
80,120,25,35,195,85,35,85
75,130,45,20,195,90,35,90
85,145,55,30,195,95,30,85
95,140,55,45,195,100,35,85
100,130,50,45,200,105,30,80
100,125,55,45,200,105,30,80
100,120,55,45,200,110,75,80
110,110,60,40,205,115,35,85
115,105,65,40,205,120,35,90
115,100,60,30,205,120,30,80
125,95,60,30,205,130,35,80
130,95,60,30,205,135,35,85
135,90,65,30,210,135,30,80
140,90,60,30,210,135,30,75
145,85,65,30,210,145,35,80
145,85,65,30,210,150,35,85
155,80,60,30,210,150,35,80
155,80,65,30,215,150,35,85
165,75,70,35,215,155,35,80
165,75,65,30,215,160,35,80
165,75,65,30,215,165,35,80
175,70,70,35,220,165,35,85
175,70,65,30,220,165,25,70
175,70,65,30,225,190,20,70
185,65,60,30,215,210,30,65
185,65,65,30,220,200,30,70
185,65,65,30,220,200,40,75
190,65,60,25,215,210,45,75
195,60,60,30,215,210,50,75
195,60,65,30,210,220,45,70
200,60,65,30,205,225,50,70
200,60,60,25,200,235,45,65
200,55,55,25,200,235,50,70
195,245,50,65,200,55,45,35
195,245,50,70,230,30,10,50
190,255,50,65,230,65,10,55
185,260,45,65,230,60,15,80
185,260,50,65,225,80,15,65
180,270,45,60,225,75,20,65
175,275,50,45,225,75,15,75
160,270,60,15,225,70,15,75
150,260,55,20,220,90,15,75
150,265,60,25,220,90,15,65
150,265,70,30,220,90,15,70
140,260,65,25,220,90,15,80
140,260,70,30,220,90,15,80
130,255,70,25,220,85,15,80
130,255,75,25,210,120,25,60
115,250,65,25,195,125,40,40
115,250,70,25,200,120,55,40
115,250,75,25,185,125,60,25
105,245,70,25,185,125,65,30
100,245,70,25,175,130,65,25
100,245,70,25,160,135,55,25
100,245,75,25,160,135,65,25
100,245,80,25,155,140,65,30
80,240,65,25,145,140,60,20
80,240,70,25,140,140,65,20
80,240,70,25,120,155,50,25
75,240,70,25,125,150,65,30
75,240,75,25,120,150,60,35
75,240,75,25,115,150,65,40
75,240,75,30,105,155,60,35
70,240,70,30,95,160,60,35
60,240,60,25,95,160,65,40
60,240,60,25,85,165,60,35
50,240,45,30,85,165,65,40
50,245,30,40,75,170,60,35
50,245,25,45,75,170,65,40
50,245,30,55,65,175,60,70
50,250,25,55,65,175,60,70
50,250,25,55,55,180,50,70
50,255,25,60,55,180,50,70
50,185,40,70,50,255,20,50
50,185,40,70,50,260,20,55
50,180,35,25,50,265,15,45
50,180,30,15,50,265,15,45
50,175,20,15,50,265,15,30
50,175,15,20,50,260,10,10
50,175,15,25,50,305,5,20
50,175,5,15,50,305,15,25
50,170,5,15,50,305,20,30
50,170,5,15,50,310,25,30
50,170,0,5,50,310,30,40
50,175,0,0,50,315,35,45
50,175,0,5,55,320,40,45
50,175,0,5,60,325,45,50
50,315,40,40,65,330,50,55
50,250,0,10,65,340,55,60
50,245,10,20,70,345,55,55
50,245,15,30,75,350,60,60
50,240,20,40,80,350,65,65
50,240,30,45,85,355,60,65
55,250,35,50,85,360,55,55
60,255,40,55,90,360,55,45
60,265,45,60,90,375,60,45
65,265,45,65,90,385,60,35
70,270,45,60,105,395,65,40
70,275,45,55,115,390,45,45
75,275,40,55,130,370,50,85
75,275,45,55,135,365,55,85
75,275,35,45,140,365,60,85
75,275,35,45,140,365,65,80
75,275,35,45,145,360,65,80
80,280,30,45,145,365,65,70
80,285,35,45,145,365,70,70
80,285,35,45,150,360,75,70
80,285,30,45,155,355,75,65
80,285,30,45,160,350,80,65
90,300,30,45,160,350,85,75
95,305,30,45,165,345,80,70
95,305,25,50,165,345,85,65
100,305,20,50,170,345,80,70
100,305,20,50,170,345,85,75
105,335,35,65,175,340,80,80
110,345,60,65,175,335,50,65
110,350,55,55,180,330,50,70
115,355,60,55,180,330,50,65
115,360,65,65,185,325,50,70
120,365,65,60,185,325,55,70
125,370,65,60,185,325,50,70
125,375,60,60,190,320,50,70
130,375,60,70,190,320,55,70
130,385,50,45,190,320,50,70
135,395,55,25,195,315,50,70
155,400,60,30,190,320,45,60
165,410,60,30,195,305,60,45
170,415,55,25,200,305,65,35
175,420,60,25,205,305,60,35
180,425,65,25,215,300,55,45
185,425,65,25,220,300,55,40
195,430,65,20,230,290,60,45
195,430,55,20,235,290,55,45
200,430,60,20,240,285,65,50
205,435,65,20,245,280,60,45
210,435,60,20,250,280,60,40
215,435,65,20,255,275,65,50
215,440,65,20,265,270,65,50
220,440,70,20,265,270,60,40
220,440,55,15,270,265,65,50
230,455,45,20,275,265,70,50
245,460,30,35,280,260,65,45
250,460,35,50,285,255,65,50
260,445,35,60,285,255,65,50
260,445,35,60,295,250,70,55
265,435,40,65,295,250,65,45
270,430,35,65,295,250,60,45
275,420,35,60,300,245,65,50
275,420,35,55,305,245,70,50
280,410,35,60,305,245,60,40
285,405,35,60,310,240,60,45
290,395,40,65,315,235,70,50
290,395,35,65,320,235,60,45
290,395,35,55,325,240,45,50
295,390,45,60,335,225,30,65
300,380,40,50,335,230,30,75
300,375,50,40,340,205,30,80
310,370,45,35,345,195,30,70
325,360,45,45,345,200,35,80
335,350,45,50,350,185,40,80
340,345,45,55,355,170,35,80
350,335,35,40,355,175,35,75
360,160,35,80,360,330,30,50
360,165,35,75,370,315,35,50
365,155,35,75,375,305,35,50
365,155,35,80,380,300,35,40
370,145,35,75,395,290,30,50
370,145,35,80,405,270,30,60
375,135,40,85,410,260,40,65
380,125,40,80,420,250,30,55
380,125,40,80,435,225,30,60
380,130,40,75,440,215,30,60
385,120,40,80,445,205,40,65
385,120,35,75,455,195,40,60
390,110,40,80,460,190,30,55
390,110,35,70,465,175,35,55
395,100,40,75,475,160,40,60
395,100,40,80,485,150,40,60
395,105,35,75,495,135,30,60
400,90,40,80,500,125,25,55
400,90,40,80,505,115,35,60
400,95,35,75,515,100,40,65
400,95,40,75,520,100,30,65
405,80,40,80,530,90,15,65
405,85,35,75,535,45,10,80
405,85,35,80,530,30,15,65
410,75,40,80,535,35,15,70
410,75,35,70,530,35,25,70
410,75,35,75,525,30,30,65
410,75,35,75,520,30,40,55
410,80,40,75,520,35,50,40
415,65,40,95,520,35,60,30
415,65,35,85,515,35,65,20
415,65,35,85,515,35,65,15
420,55,35,85,515,35,70,15
420,55,40,80,510,35,65,10
420,55,40,80,505,35,65,10
420,60,40,85,505,35,65,10
420,60,35,80,500,35,65,10
420,65,35,80,500,35,65,10
420,65,35,80,495,35,100,25
430,45,75,75,495,35,65,10
425,35,30,70,495,35,100,25
415,30,35,45,495,35,100,35
420,35,45,60,495,35,100,40
405,25,45,40,495,35,100,40
400,20,45,35,490,35,100,40
395,20,45,35,490,35,100,50
395,25,45,40,490,35,100,35
385,35,50,25,490,35,100,35
385,35,55,10,490,35,100,25
385,40,60,15,490,35,100,15
385,40,65,35,490,35,70,15
385,40,70,25,490,35,100,15
380,40,70,25,485,30,100,15
375,45,65,30,485,30,65,15
375,45,75,35,480,30,60,20
360,55,60,30,475,30,60,25
360,55,65,35,475,30,60,30
360,50,70,35,475,30,65,30
360,50,75,40,465,25,55,25
350,60,70,35,460,20,55,20
350,60,75,35,470,25,65,20
340,65,65,35,455,20,55,15
340,65,70,35,450,20,55,15
340,65,75,40,455,25,65,15
335,65,75,35,440,25,100,20
330,70,70,35,440,25,65,5
325,70,70,35,425,25,95,25
315,75,65,30,415,25,95,35
325,70,75,35,425,25,70,15
305,85,55,35,410,25,60,5
305,90,50,45,410,25,65,5
305,90,45,55,395,25,55,5
300,95,45,60,395,30,60,5
300,95,55,65,390,30,60,5
290,105,60,60,390,30,65,10
290,105,65,65,375,30,50,5
280,115,60,65,385,30,65,5
270,125,60,60,365,40,40,10
265,130,60,60,360,45,50,25
260,135,60,60,360,45,50,30
255,140,60,60,360,45,50,30
250,145,60,60,350,55,40,30
240,155,55,55,345,60,45,35
235,160,55,50,345,60,50,35
235,160,60,55,340,65,40,35
230,165,60,55,340,65,45,40
230,165,65,60,340,65,50,40
225,170,65,60,330,75,40,40
220,175,65,60,330,75,45,40
215,180,60,60,330,75,50,45
210,185,60,60,330,75,50,45
205,190,60,55,320,80,45,40
205,190,65,60,320,80,45,40
195,200,60,55,320,80,50,45
195,200,60,60,320,80,50,45
190,205,60,55,320,80,55,45
190,205,65,60,320,80,55,50
185,210,60,60,315,85,55,45
180,215,60,55,315,85,55,50
175,220,60,55,315,85,60,50
175,220,60,60,310,90,55,45
170,225,60,55,305,95,50,45
170,225,60,60,305,95,55,45
165,230,60,55,300,100,50,45
165,230,60,60,300,100,50,45
160,235,60,55,300,100,55,50
160,235,60,60,295,100,50,45
155,240,60,55,295,100,50,45
155,240,60,60,295,100,55,50
155,240,60,60,295,100,55,50
150,245,60,60,290,105,50,45
150,245,60,60,290,105,55,45
150,245,65,65,290,105,55,50
145,250,60,60,290,105,55,50
140,255,55,55,285,110,55,45
140,255,60,60,285,110,55,45
140,255,60,60,280,115,50,45
135,260,55,60,280,115,50,45
135,265,60,60,280,120,45,50
135,265,60,60,275,125,45,55
135,265,60,65,275,125,45,50
135,265,65,65,275,125,50,55
130,265,60,60,265,135,45,50
125,270,45,55,265,135,45,50
125,265,20,65,265,135,50,55
125,265,15,70,265,135,50,60
125,270,15,80,260,140,50,55
125,280,20,80,260,140,50,60
130,285,15,75,255,145,50,55
130,290,20,90,255,145,50,60
135,300,20,80,250,155,50,55
135,305,15,80,250,155,50,60
135,310,15,80,250,155,55,60
135,315,20,85,245,160,50,55
140,320,20,85,245,160,50,55
140,325,20,85,240,165,50,55
140,330,20,85,240,165,50,55
140,340,20,90,240,165,50,55
140,345,20,80,235,170,50,55
140,345,20,80,225,180,45,45
145,350,20,80,225,180,50,50
145,355,20,80,225,180,50,50
145,360,20,85,225,180,50,55
145,355,20,65,220,185,45,50
135,370,45,50,220,185,50,50
140,385,60,25,220,185,50,55
150,390,75,30,225,180,50,55
160,390,80,25,220,190,50,50
165,395,80,30,220,190,50,55
175,395,80,25,215,195,45,50
180,400,75,25,215,195,45,55
185,400,70,20,215,195,50,55
195,405,80,25,215,195,50,55
200,405,75,20,215,195,50,60
205,405,80,20,215,195,50,60
205,205,40,50,210,410,70,20
200,225,30,50,215,410,80,20
205,210,35,65,220,410,70,15
195,225,30,60,225,415,75,20
195,215,15,60,230,415,80,20
190,220,20,60,240,420,75,15
190,230,25,65,240,420,75,20
190,240,30,55,245,420,80,20
195,250,35,60,250,420,70,15
200,255,40,60,255,425,75,15
200,260,35,60,260,425,85,20
205,270,40,60,260,425,70,15
210,285,50,40,265,430,75,15
215,290,50,35,270,430,80,15
230,295,45,35,275,430,85,20
240,300,45,45,275,430,70,15
245,305,50,45,280,430,75,15
260,310,50,50,280,435,80,15
265,315,50,50,285,435,80,15
275,325,45,45,290,435,70,15
280,330,50,50,290,435,70,15
285,335,50,50,295,435,75,15
290,340,55,40,295,440,80,15
295,340,50,40,300,440,80,15
300,345,50,40,305,440,70,10
305,440,70,15,310,350,55,45
305,440,70,15,310,350,45,40
310,440,75,15,315,355,50,45
310,440,75,15,320,355,40,45
310,440,65,25,325,355,45,45
320,355,45,40,335,440,80,85
325,355,45,40,330,435,70,95
325,440,50,60,340,370,55,50
330,445,45,65,340,370,45,50
330,445,45,65,345,370,45,45
335,450,45,70,345,375,45,50
335,455,40,70,350,375,50,50
335,460,45,75,355,380,55,55
335,460,35,65,355,380,45,50
340,465,40,70,360,385,50,55
340,465,45,70,360,385,45,50
340,465,40,60,360,385,40,50
335,480,55,35,370,385,20,50
340,490,60,15,380,425,10,55
350,495,65,10,380,425,15,60
355,495,75,55,380,425,15,65
360,495,65,55,380,425,20,65
370,490,70,55,380,430,20,65
375,490,85,55,380,430,25,70
370,440,35,95,380,490,70,55
365,440,45,85,385,490,75,55
360,440,50,75,390,485,85,55
365,435,60,45,395,485,95,55
355,445,55,70,400,485,85,50
355,440,60,40,405,485,70,10
340,455,45,35,410,485,65,10
340,450,50,30,415,485,70,15
335,455,50,30,415,485,70,20
325,460,45,30,425,495,60,35
330,455,55,40,435,490,50,45
320,460,55,45,440,485,35,55
315,465,45,45,440,485,40,65
310,470,40,40,445,475,45,75
310,460,20,35,450,470,45,70
310,445,30,45,455,460,45,65
310,460,45,55,460,450,45,65
310,465,50,40,460,450,45,65
315,470,55,45,465,445,35,60
325,475,60,50,470,450,35,60
325,475,60,45,470,400,20,55
330,475,60,40,470,400,35,60
330,480,50,40,470,405,40,65
335,480,55,40,470,400,45,70
340,485,55,35,465,390,45,65
340,485,50,35,455,385,45,60
345,485,55,35,455,375,45,65
345,485,55,35,450,370,40,65
350,490,60,40,450,370,45,70
355,490,65,40,450,370,50,75
350,490,55,25,440,355,40,65
360,510,50,15,440,355,45,70
375,510,55,25,440,355,45,75
380,510,55,30,435,345,45,70
390,510,55,35,435,345,50,75
395,510,50,40,430,335,45,65
405,505,50,45,425,330,45,65
410,500,50,50,425,330,45,70
415,495,45,50,420,320,45,65
420,320,45,65,420,490,45,45
420,320,50,70,425,490,50,45
420,320,50,75,440,480,25,50
410,315,50,65,445,480,25,60
405,310,45,65,455,460,25,65
405,310,45,65,460,460,25,65
405,310,50,70,470,415,10,65
405,310,50,70,470,410,5,70
400,300,50,60,475,395,5,65
400,300,50,65,475,395,5,75
400,300,50,65,475,390,5,75
395,295,50,65,475,370,5,65
395,295,50,65,475,370,10,75
390,285,40,55,480,365,10,75
390,275,25,60,475,345,10,60
390,270,15,60,480,355,10,75
390,270,15,70,480,350,5,75
390,270,15,85,480,340,5,75
395,255,10,80,480,335,5,75
395,255,10,85,480,330,5,75
395,245,15,85,480,325,5,75
395,240,15,85,480,320,15,70
395,235,20,90,475,305,15,60
395,235,20,85,475,305,20,70
400,210,20,80,475,290,15,65
400,210,25,80,475,280,15,65
400,210,25,80,475,275,15,70
400,210,25,85,470,280,10,65
400,210,25,85,470,280,10,55
405,190,25,85,475,250,10,75
405,190,25,75,475,230,5,65
405,190,25,80,475,225,10,75
410,175,25,85,475,230,15,60
410,170,25,85,485,190,15,70
410,170,30,90,485,165,5,60
410,165,25,80,485,165,5,75
410,175,25,80,485,150,5,75
415,155,25,85,485,135,10,75
415,155,25,90,490,120,10,75
415,150,25,80,490,105,5,70
415,150,25,80,490,100,5,80
415,155,25,85,490,90,5,80
420,135,25,85,490,80,5,80
420,135,25,85,490,60,10,70
420,135,25,90,485,45,10,60
420,130,25,75,485,45,15,80
420,140,25,80,485,35,15,70
420,140,25,80,485,30,20,65
425,120,25,85,480,30,25,50
425,120,25,85,465,35,45,25
425,110,20,80,465,40,80,55
425,110,25,80,465,40,80,55
425,110,25,80,465,40,80,55
425,110,25,85,455,45,65,65
420,145,20,50,450,50,65,70
420,120,35,70,455,45,70,70
415,135,35,50,445,50,65,70
415,125,40,60,450,45,65,65
415,125,40,50,435,55,55,70
415,125,40,45,435,50,55,65
415,125,40,45,440,45,65,65
